id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total,tipos_presentes
O2025-011227,C005,hotel,6/6/2025 9:05,normal,0,0,10,10,1
O2025-011228,C063,clínica,6/6/2025 9:12,normal,0,2,7,9,2
O2025-011229,C009,hotel,6/6/2025 9:13,normal,0,0,6,6,1
O2025-011230,C021,hotel,6/6/2025 9:19,normal,0,0,3,3,1
O2025-011231,C149,restaurante,6/6/2025 9:23,normal,0,1,2,3,2
O2025-011232,C062,clínica,6/6/2025 9:31,normal,0,1,1,2,2
O2025-011233,C049,clínica,6/6/2025 9:33,normal,1,1,2,4,3
O2025-011234,C032,clínica,6/6/2025 9:39,normal,0,0,7,7,1
O2025-011235,C019,hotel,6/6/2025 10:00,normal,0,0,7,7,1
O2025-011236,C117,restaurante,6/6/2025 10:05,normal,0,1,1,2,2
O2025-011237,C042,clínica,6/6/2025 10:12,normal,0,0,4,4,1
O2025-011238,C065,clínica,6/6/2025 10:24,normal,0,1,3,4,2
O2025-011239,C104,gimnasio,6/6/2025 11:16,normal,1,2,0,3,2
O2025-011240,C111,restaurante,6/6/2025 11:23,normal,0,1,1,2,2
O2025-011241,C072,gimnasio,6/6/2025 11:49,normal,0,0,6,6,1
O2025-011242,C077,gimnasio,6/6/2025 12:56,rápido,0,1,1,2,2
O2025-011243,C007,hotel,6/6/2025 13:36,normal,0,0,7,7,1
O2025-011244,C076,gimnasio,6/6/2025 13:36,normal,0,1,2,3,2
O2025-011245,C019,hotel,6/6/2025 13:38,normal,0,0,3,3,1
O2025-011246,C135,restaurante,6/6/2025 13:55,normal,0,1,2,3,2
O2025-011247,C030,hotel,6/6/2025 14:13,normal,0,0,4,4,1
O2025-011248,C132,restaurante,6/6/2025 14:24,normal,0,1,1,2,2
O2025-011249,C156,restaurante,6/6/2025 14:32,normal,0,1,1,2,2
O2025-011250,C058,clínica,6/6/2025 14:34,normal,0,4,0,4,1
O2025-011251,C083,gimnasio,6/6/2025 14:51,normal,1,1,1,3,3
O2025-011252,C159,restaurante,6/6/2025 15:03,normal,0,0,2,2,1
O2025-011253,C152,restaurante,6/6/2025 15:09,normal,0,0,2,2,1
O2025-011254,C061,clínica,6/6/2025 15:12,normal,0,0,6,6,1
O2025-011255,C123,restaurante,6/6/2025 15:30,rápido,0,1,2,3,2
O2025-011256,C119,restaurante,6/6/2025 15:42,normal,0,2,2,4,2
O2025-011257,C022,hotel,6/6/2025 15:49,normal,0,0,3,3,1
O2025-011258,C032,clínica,6/6/2025 16:08,normal,0,4,11,15,2
O2025-011259,C031,clínica,6/6/2025 16:12,normal,0,0,2,2,1
O2025-011260,C144,restaurante,6/6/2025 16:14,normal,0,0,7,7,1
O2025-011261,C045,clínica,6/6/2025 16:22,normal,1,0,2,3,2
O2025-011262,C056,clínica,6/6/2025 16:28,normal,0,0,8,8,1
O2025-011263,C010,hotel,6/6/2025 17:01,normal,0,0,2,2,1
O2025-011264,C122,restaurante,6/6/2025 17:09,rápido,0,2,2,4,2
O2025-011265,C098,gimnasio,6/6/2025 17:29,normal,0,4,0,4,1
O2025-011266,C021,hotel,6/6/2025 18:17,normal,0,1,2,3,2
O2025-011267,C014,hotel,6/6/2025 18:19,rápido,0,0,1,1,1
O2025-011268,C099,gimnasio,6/6/2025 19:03,normal,0,4,0,4,1
O2025-011269,C033,clínica,6/6/2025 19:29,normal,0,0,2,2,1
O2025-011270,C127,restaurante,6/6/2025 20:48,normal,1,1,1,3,3
O2025-011271,C108,restaurante,6/6/2025 21:11,normal,0,1,2,3,2
O2025-011272,C117,restaurante,6/6/2025 22:15,normal,0,1,1,2,2
O2025-011273,C146,restaurante,6/6/2025 22:51,normal,0,0,2,2,1
O2025-011274,C004,hotel,6/7/2025 6:06,rápido,0,0,5,5,1
O2025-011275,C068,gimnasio,6/7/2025 6:32,normal,0,0,3,3,1
O2025-011276,C077,gimnasio,6/7/2025 7:05,normal,0,2,0,2,1
O2025-011277,C009,hotel,6/7/2025 7:10,normal,0,0,20,20,1
O2025-011278,C117,restaurante,6/7/2025 7:32,rápido,0,1,0,1,1
O2025-011279,C132,restaurante,6/7/2025 7:38,normal,0,3,0,3,1
O2025-011280,C100,gimnasio,6/7/2025 7:44,normal,0,3,3,6,2
O2025-011281,C042,clínica,6/7/2025 8:09,normal,0,0,7,7,1
O2025-011282,C134,restaurante,6/7/2025 8:12,rápido,0,0,1,1,1
O2025-011283,C160,restaurante,6/7/2025 8:23,normal,0,0,2,2,1
O2025-011284,C088,gimnasio,6/7/2025 8:25,normal,0,1,0,1,1
O2025-011285,C017,hotel,6/7/2025 8:46,normal,0,0,28,28,1
O2025-011286,C009,hotel,6/7/2025 8:46,normal,0,0,17,17,1
O2025-011287,C144,restaurante,6/7/2025 8:48,normal,0,2,0,2,1
O2025-011288,C024,hotel,6/7/2025 8:51,normal,1,0,6,7,2
O2025-011289,C017,hotel,6/7/2025 8:55,normal,0,2,17,19,2
O2025-011290,C014,hotel,6/7/2025 8:56,normal,0,1,3,4,2
O2025-011291,C030,hotel,6/7/2025 8:57,normal,0,1,2,3,2
O2025-011292,C033,clínica,6/7/2025 9:22,normal,0,0,3,3,1
O2025-011293,C144,restaurante,6/7/2025 9:39,normal,0,1,2,3,2
O2025-011294,C144,restaurante,6/7/2025 9:40,normal,0,1,3,4,2
O2025-011295,C024,hotel,6/7/2025 9:54,normal,0,0,9,9,1
O2025-011296,C029,hotel,6/7/2025 9:54,normal,0,3,9,12,2
O2025-011297,C059,clínica,6/7/2025 10:06,normal,0,0,5,5,1
O2025-011298,C013,hotel,6/7/2025 10:07,normal,0,0,8,8,1
O2025-011299,C015,hotel,6/7/2025 10:36,normal,0,1,2,3,2
O2025-011300,C054,clínica,6/7/2025 10:57,normal,0,0,3,3,1
O2025-011301,C076,gimnasio,6/7/2025 11:39,rápido,0,1,1,2,2
O2025-011302,C089,gimnasio,6/7/2025 11:43,rápido,0,1,1,2,2
O2025-011303,C023,hotel,6/7/2025 12:23,normal,0,0,3,3,1
O2025-011304,C096,gimnasio,6/7/2025 12:49,normal,0,2,1,3,2
O2025-011305,C012,hotel,6/7/2025 13:22,normal,0,0,4,4,1
O2025-011306,C091,gimnasio,6/7/2025 13:28,normal,0,3,0,3,1
O2025-011307,C012,hotel,6/7/2025 13:34,normal,0,0,7,7,1
O2025-011308,C106,restaurante,6/7/2025 13:41,normal,0,1,0,1,1
O2025-011309,C021,hotel,6/7/2025 14:03,normal,0,0,11,11,1
O2025-011310,C023,hotel,6/7/2025 14:12,normal,0,0,10,10,1
O2025-011311,C021,hotel,6/7/2025 14:13,normal,0,0,3,3,1
O2025-011312,C129,restaurante,6/7/2025 14:18,normal,1,1,0,2,2
O2025-011313,C125,restaurante,6/7/2025 14:24,rápido,0,0,1,1,1
O2025-011314,C113,restaurante,6/7/2025 15:07,normal,0,1,1,2,2
O2025-011315,C004,hotel,6/7/2025 15:13,normal,0,0,14,14,1
O2025-011316,C117,restaurante,6/7/2025 15:18,normal,0,1,1,2,2
O2025-011317,C142,restaurante,6/7/2025 15:28,normal,0,2,0,2,1
O2025-011318,C148,restaurante,6/7/2025 15:41,normal,0,1,2,3,2
O2025-011319,C141,restaurante,6/7/2025 15:50,normal,1,1,1,3,3
O2025-011320,C005,hotel,6/7/2025 15:58,normal,1,0,2,3,2
O2025-011321,C028,hotel,6/7/2025 16:01,normal,0,2,7,9,2
O2025-011322,C123,restaurante,6/7/2025 16:15,normal,0,3,0,3,1
O2025-011323,C004,hotel,6/7/2025 16:27,normal,0,0,3,3,1
O2025-011324,C115,restaurante,6/7/2025 17:03,normal,0,1,1,2,2
O2025-011325,C034,clínica,6/7/2025 17:21,rápido,0,0,2,2,1
O2025-011326,C028,hotel,6/7/2025 17:25,normal,0,0,4,4,1
O2025-011327,C021,hotel,6/7/2025 17:35,normal,0,0,5,5,1
O2025-011328,C094,gimnasio,6/7/2025 17:54,normal,0,3,0,3,1
O2025-011329,C026,hotel,6/7/2025 18:08,normal,0,0,7,7,1
O2025-011330,C006,hotel,6/7/2025 18:14,normal,0,0,3,3,1
O2025-011331,C095,gimnasio,6/7/2025 18:27,normal,0,1,1,2,2
O2025-011332,C006,hotel,6/7/2025 18:28,normal,0,0,6,6,1
O2025-011333,C084,gimnasio,6/7/2025 18:33,normal,0,0,3,3,1
O2025-011334,C027,hotel,6/7/2025 18:40,normal,0,0,3,3,1
O2025-011335,C122,restaurante,6/7/2025 20:15,normal,0,0,2,2,1
O2025-011336,C081,gimnasio,6/7/2025 20:33,normal,0,3,3,6,2
O2025-011337,C110,restaurante,6/7/2025 20:58,normal,0,0,1,1,1
O2025-011338,C139,restaurante,6/7/2025 20:59,normal,0,0,3,3,1
O2025-011339,C156,restaurante,6/7/2025 21:24,normal,1,1,1,3,3
O2025-011340,C107,restaurante,6/7/2025 22:04,normal,0,0,4,4,1
O2025-011341,C094,gimnasio,6/8/2025 7:23,rápido,0,1,1,2,2
O2025-011342,C073,gimnasio,6/8/2025 7:32,normal,0,0,2,2,1
O2025-011343,C104,gimnasio,6/8/2025 7:33,normal,0,2,0,2,1
O2025-011344,C024,hotel,6/8/2025 7:37,normal,0,0,4,4,1
O2025-011345,C096,gimnasio,6/8/2025 7:48,normal,0,1,2,3,2
O2025-011346,C009,hotel,6/8/2025 8:18,normal,1,0,3,4,2
O2025-011347,C129,restaurante,6/8/2025 8:24,normal,0,1,1,2,2
O2025-011348,C016,hotel,6/8/2025 8:27,normal,0,2,6,8,2
O2025-011349,C011,hotel,6/8/2025 8:27,normal,0,0,6,6,1
O2025-011350,C019,hotel,6/8/2025 8:29,normal,0,0,8,8,1
O2025-011351,C067,gimnasio,6/8/2025 8:38,normal,0,0,4,4,1
O2025-011352,C025,hotel,6/8/2025 8:41,normal,0,4,7,11,2
O2025-011353,C026,hotel,6/8/2025 8:54,normal,0,0,3,3,1
O2025-011354,C135,restaurante,6/8/2025 9:16,normal,0,1,1,2,2
O2025-011355,C158,restaurante,6/8/2025 9:18,normal,0,2,0,2,1
O2025-011356,C076,gimnasio,6/8/2025 9:34,normal,0,1,1,2,2
O2025-011357,C108,restaurante,6/8/2025 9:40,normal,0,1,1,2,2
O2025-011358,C021,hotel,6/8/2025 9:44,normal,0,4,7,11,2
O2025-011359,C030,hotel,6/8/2025 9:55,normal,0,1,2,3,2
O2025-011360,C126,restaurante,6/8/2025 9:58,normal,0,1,3,4,2
O2025-011361,C012,hotel,6/8/2025 10:25,normal,1,0,3,4,2
O2025-011362,C073,gimnasio,6/8/2025 11:49,normal,4,0,0,4,1
O2025-011363,C012,hotel,6/8/2025 13:14,normal,0,0,5,5,1
O2025-011364,C002,hotel,6/8/2025 13:30,normal,0,0,2,2,1
O2025-011365,C012,hotel,6/8/2025 13:33,normal,0,2,6,8,2
O2025-011366,C106,restaurante,6/8/2025 13:45,normal,0,3,2,5,2
O2025-011367,C155,restaurante,6/8/2025 14:06,normal,0,1,1,2,2
O2025-011368,C153,restaurante,6/8/2025 14:15,rápido,0,0,2,2,1
O2025-011369,C017,hotel,6/8/2025 14:42,normal,0,0,12,12,1
O2025-011370,C001,hotel,6/8/2025 15:11,normal,0,0,7,7,1
O2025-011371,C016,hotel,6/8/2025 15:14,normal,0,0,20,20,1
O2025-011372,C010,hotel,6/8/2025 15:37,normal,0,0,7,7,1
O2025-011373,C095,gimnasio,6/8/2025 15:42,normal,0,2,2,4,2
O2025-011374,C084,gimnasio,6/8/2025 15:43,normal,3,6,0,9,2
O2025-011375,C119,restaurante,6/8/2025 15:48,normal,1,0,2,3,2
O2025-011376,C004,hotel,6/8/2025 15:54,normal,0,0,5,5,1
O2025-011377,C130,restaurante,6/8/2025 15:58,normal,0,0,5,5,1
O2025-011378,C106,restaurante,6/8/2025 15:59,normal,0,1,0,1,1
O2025-011379,C010,hotel,6/8/2025 16:16,normal,1,0,11,12,2
O2025-011380,C110,restaurante,6/8/2025 16:40,normal,0,0,1,1,1
O2025-011381,C024,hotel,6/8/2025 16:53,rápido,0,1,4,5,2
O2025-011382,C021,hotel,6/8/2025 17:37,normal,0,0,3,3,1
O2025-011383,C026,hotel,6/8/2025 17:42,normal,0,0,2,2,1
O2025-011384,C016,hotel,6/8/2025 18:11,normal,0,0,3,3,1
O2025-011385,C104,gimnasio,6/8/2025 18:20,normal,0,2,1,3,2
O2025-011386,C071,gimnasio,6/8/2025 18:27,rápido,0,1,1,2,2
O2025-011387,C151,restaurante,6/8/2025 18:28,normal,0,2,0,2,1
O2025-011388,C019,hotel,6/8/2025 18:32,normal,0,0,3,3,1
O2025-011389,C024,hotel,6/8/2025 18:40,rápido,0,1,4,5,2
O2025-011390,C095,gimnasio,6/8/2025 19:08,normal,0,0,2,2,1
O2025-011391,C086,gimnasio,6/8/2025 19:11,normal,0,0,6,6,1
O2025-011392,C103,gimnasio,6/8/2025 19:12,normal,0,1,0,1,1
O2025-011393,C018,hotel,6/8/2025 19:19,normal,0,0,3,3,1
O2025-011394,C151,restaurante,6/8/2025 19:29,normal,0,2,1,3,2
O2025-011395,C093,gimnasio,6/8/2025 20:08,normal,0,4,2,6,2
O2025-011396,C148,restaurante,6/8/2025 21:11,normal,0,2,2,4,2
O2025-011397,C152,restaurante,6/8/2025 21:17,normal,0,0,3,3,1
O2025-011398,C118,restaurante,6/8/2025 21:42,normal,0,2,2,4,2
O2025-011399,C147,restaurante,6/8/2025 21:50,normal,1,0,1,2,2
O2025-011400,C066,gimnasio,6/9/2025 7:11,normal,0,1,1,2,2
O2025-011401,C097,gimnasio,6/9/2025 7:14,normal,0,6,0,6,1
O2025-011402,C018,hotel,6/9/2025 7:27,normal,1,0,5,6,2
O2025-011403,C072,gimnasio,6/9/2025 7:33,normal,0,4,0,4,1
O2025-011404,C117,restaurante,6/9/2025 7:35,normal,0,0,2,2,1
O2025-011405,C068,gimnasio,6/9/2025 7:51,normal,1,0,2,3,2
O2025-011406,C086,gimnasio,6/9/2025 7:52,normal,0,0,3,3,1
O2025-011407,C030,hotel,6/9/2025 7:55,normal,0,1,1,2,2
O2025-011408,C065,clínica,6/9/2025 8:10,normal,0,0,3,3,1
O2025-011409,C020,hotel,6/9/2025 8:36,normal,0,0,3,3,1
O2025-011410,C011,hotel,6/9/2025 8:55,normal,0,0,3,3,1
O2025-011411,C027,hotel,6/9/2025 9:04,normal,0,0,7,7,1
O2025-011412,C041,clínica,6/9/2025 9:06,normal,0,0,9,9,1
O2025-011413,C058,clínica,6/9/2025 9:29,normal,0,0,2,2,1
O2025-011414,C021,hotel,6/9/2025 9:39,normal,1,2,9,12,3
O2025-011415,C028,hotel,6/9/2025 9:46,normal,0,0,3,3,1
O2025-011416,C042,clínica,6/9/2025 9:57,normal,0,0,7,7,1
O2025-011417,C011,hotel,6/9/2025 9:57,rápido,0,2,7,9,2
O2025-011418,C060,clínica,6/9/2025 9:58,normal,0,1,4,5,2
O2025-011419,C039,clínica,6/9/2025 10:14,normal,0,0,2,2,1
O2025-011420,C002,hotel,6/9/2025 10:16,normal,0,1,2,3,2
O2025-011421,C036,clínica,6/9/2025 10:19,normal,1,0,7,8,2
O2025-011422,C065,clínica,6/9/2025 10:23,normal,1,3,0,4,2
O2025-011423,C014,hotel,6/9/2025 10:39,rápido,0,1,1,2,2
O2025-011424,C041,clínica,6/9/2025 11:46,normal,0,0,4,4,1
O2025-011425,C076,gimnasio,6/9/2025 12:38,normal,1,2,2,5,3
O2025-011426,C021,hotel,6/9/2025 12:51,normal,0,0,2,2,1
O2025-011427,C074,gimnasio,6/9/2025 12:54,normal,0,4,1,5,2
O2025-011428,C010,hotel,6/9/2025 13:04,normal,0,0,4,4,1
O2025-011429,C010,hotel,6/9/2025 13:19,normal,0,0,7,7,1
O2025-011430,C028,hotel,6/9/2025 13:24,normal,0,0,8,8,1
O2025-011431,C011,hotel,6/9/2025 13:30,normal,0,0,5,5,1
O2025-011432,C001,hotel,6/9/2025 13:31,normal,0,2,2,4,2
O2025-011433,C111,restaurante,6/9/2025 13:35,normal,0,1,1,2,2
O2025-011434,C056,clínica,6/9/2025 13:42,normal,0,0,10,10,1
O2025-011435,C025,hotel,6/9/2025 14:10,normal,1,0,9,10,2
O2025-011436,C036,clínica,6/9/2025 14:11,normal,0,0,6,6,1
O2025-011437,C052,clínica,6/9/2025 14:13,normal,0,1,1,2,2
O2025-011438,C060,clínica,6/9/2025 14:17,normal,0,0,6,6,1
O2025-011439,C019,hotel,6/9/2025 14:24,normal,0,0,4,4,1
O2025-011440,C031,clínica,6/9/2025 14:44,rápido,0,1,2,3,2
O2025-011441,C025,hotel,6/9/2025 15:05,normal,0,0,6,6,1
O2025-011442,C017,hotel,6/9/2025 15:07,normal,2,6,0,8,2
O2025-011443,C157,restaurante,6/9/2025 15:18,normal,0,1,1,2,2
O2025-011444,C036,clínica,6/9/2025 15:18,normal,0,5,4,9,2
O2025-011445,C054,clínica,6/9/2025 15:34,normal,0,0,5,5,1
O2025-011446,C032,clínica,6/9/2025 15:35,normal,0,0,14,14,1
O2025-011447,C055,clínica,6/9/2025 17:00,normal,0,2,3,5,2
O2025-011448,C087,gimnasio,6/9/2025 17:08,normal,0,8,5,13,2
O2025-011449,C011,hotel,6/9/2025 17:10,normal,0,0,4,4,1
O2025-011450,C104,gimnasio,6/9/2025 17:55,normal,0,4,0,4,1
O2025-011451,C050,clínica,6/9/2025 18:42,normal,0,1,3,4,2
O2025-011452,C010,hotel,6/9/2025 18:47,normal,0,1,5,6,2
O2025-011453,C049,clínica,6/9/2025 19:25,normal,0,0,5,5,1
O2025-011454,C055,clínica,6/9/2025 19:42,normal,0,0,4,4,1
O2025-011455,C120,restaurante,6/9/2025 21:56,normal,0,0,2,2,1
O2025-011456,C122,restaurante,6/9/2025 22:31,normal,0,1,2,3,2
O2025-011457,C070,gimnasio,6/10/2025 7:08,normal,0,3,2,5,2
O2025-011458,C052,clínica,6/10/2025 7:20,rápido,0,0,3,3,1
O2025-011459,C157,restaurante,6/10/2025 7:40,normal,0,1,1,2,2
O2025-011460,C098,gimnasio,6/10/2025 7:46,normal,0,4,0,4,1
O2025-011461,C064,clínica,6/10/2025 7:54,normal,0,2,2,4,2
O2025-011462,C109,restaurante,6/10/2025 7:58,normal,0,1,1,2,2
O2025-011463,C054,clínica,6/10/2025 8:11,normal,0,1,4,5,2
O2025-011464,C013,hotel,6/10/2025 8:14,normal,1,0,5,6,2
O2025-011465,C040,clínica,6/10/2025 8:17,normal,0,0,3,3,1
O2025-011466,C011,hotel,6/10/2025 8:17,normal,0,0,9,9,1
O2025-011467,C091,gimnasio,6/10/2025 8:19,normal,0,4,3,7,2
O2025-011468,C019,hotel,6/10/2025 8:37,normal,0,0,3,3,1
O2025-011469,C040,clínica,6/10/2025 8:41,normal,0,1,4,5,2
O2025-011470,C003,hotel,6/10/2025 8:55,normal,0,0,5,5,1
O2025-011471,C032,clínica,6/10/2025 8:57,normal,0,0,9,9,1
O2025-011472,C024,hotel,6/10/2025 8:58,normal,0,0,21,21,1
O2025-011473,C032,clínica,6/10/2025 9:02,normal,1,0,8,9,2
O2025-011474,C017,hotel,6/10/2025 9:15,normal,0,0,10,10,1
O2025-011475,C030,hotel,6/10/2025 9:24,normal,0,0,2,2,1
O2025-011476,C018,hotel,6/10/2025 9:33,normal,0,0,2,2,1
O2025-011477,C004,hotel,6/10/2025 9:34,normal,0,2,4,6,2
O2025-011478,C019,hotel,6/10/2025 9:34,normal,0,0,5,5,1
O2025-011479,C130,restaurante,6/10/2025 9:40,normal,1,0,3,4,2
O2025-011480,C041,clínica,6/10/2025 9:47,rápido,0,0,3,3,1
O2025-011481,C004,hotel,6/10/2025 9:55,normal,0,2,3,5,2
O2025-011482,C003,hotel,6/10/2025 9:58,normal,0,4,8,12,2
O2025-011483,C063,clínica,6/10/2025 9:59,normal,0,0,4,4,1
O2025-011484,C013,hotel,6/10/2025 10:02,normal,0,0,14,14,1
O2025-011485,C012,hotel,6/10/2025 10:02,normal,0,0,4,4,1
O2025-011486,C136,restaurante,6/10/2025 10:13,normal,0,0,2,2,1
O2025-011487,C047,clínica,6/10/2025 10:25,normal,0,3,4,7,2
O2025-011488,C096,gimnasio,6/10/2025 10:31,normal,0,7,0,7,1
O2025-011489,C061,clínica,6/10/2025 10:41,normal,0,3,3,6,2
O2025-011490,C042,clínica,6/10/2025 11:12,normal,0,0,4,4,1
O2025-011491,C098,gimnasio,6/10/2025 11:14,normal,0,1,1,2,2
O2025-011492,C044,clínica,6/10/2025 11:23,normal,0,2,3,5,2
O2025-011493,C031,clínica,6/10/2025 11:48,normal,0,0,7,7,1
O2025-011494,C087,gimnasio,6/10/2025 11:59,normal,0,5,1,6,2
O2025-011495,C088,gimnasio,6/10/2025 12:15,normal,0,1,0,1,1
O2025-011496,C084,gimnasio,6/10/2025 12:27,normal,0,5,4,9,2
O2025-011497,C089,gimnasio,6/10/2025 13:02,normal,0,0,3,3,1
O2025-011498,C004,hotel,6/10/2025 13:10,normal,0,3,7,10,2
O2025-011499,C145,restaurante,6/10/2025 13:27,normal,0,4,0,4,1
O2025-011500,C097,gimnasio,6/10/2025 13:30,normal,0,0,6,6,1
O2025-011501,C097,gimnasio,6/10/2025 13:30,normal,0,2,4,6,2
O2025-011502,C016,hotel,6/10/2025 13:47,normal,0,0,4,4,1
O2025-011503,C130,restaurante,6/10/2025 14:10,normal,0,2,1,3,2
O2025-011504,C017,hotel,6/10/2025 14:24,normal,0,2,7,9,2
O2025-011505,C027,hotel,6/10/2025 14:26,normal,0,0,11,11,1
O2025-011506,C037,clínica,6/10/2025 14:40,normal,0,0,4,4,1
O2025-011507,C157,restaurante,6/10/2025 15:01,rápido,0,1,1,2,2
O2025-011508,C047,clínica,6/10/2025 15:01,normal,0,0,7,7,1
O2025-011509,C019,hotel,6/10/2025 15:02,normal,1,0,4,5,2
O2025-011510,C017,hotel,6/10/2025 15:03,normal,0,1,7,8,2
O2025-011511,C030,hotel,6/10/2025 15:07,normal,0,0,3,3,1
O2025-011512,C107,restaurante,6/10/2025 15:16,normal,0,2,1,3,2
O2025-011513,C157,restaurante,6/10/2025 15:17,normal,0,0,2,2,1
O2025-011514,C008,hotel,6/10/2025 15:25,normal,0,4,0,4,1
O2025-011515,C060,clínica,6/10/2025 15:30,normal,0,0,10,10,1
O2025-011516,C109,restaurante,6/10/2025 15:44,rápido,0,1,1,2,2
O2025-011517,C058,clínica,6/10/2025 15:46,normal,1,0,2,3,2
O2025-011518,C006,hotel,6/10/2025 16:01,normal,0,0,3,3,1
O2025-011519,C021,hotel,6/10/2025 16:08,normal,0,0,4,4,1
O2025-011520,C064,clínica,6/10/2025 16:11,normal,0,1,3,4,2
O2025-011521,C003,hotel,6/10/2025 16:17,normal,0,0,8,8,1
O2025-011522,C012,hotel,6/10/2025 16:30,normal,0,0,19,19,1
O2025-011523,C056,clínica,6/10/2025 16:42,normal,0,1,4,5,2
O2025-011524,C011,hotel,6/10/2025 17:01,normal,0,0,14,14,1
O2025-011525,C024,hotel,6/10/2025 17:11,normal,0,0,9,9,1
O2025-011526,C042,clínica,6/10/2025 17:25,normal,0,2,4,6,2
O2025-011527,C078,gimnasio,6/10/2025 17:34,normal,0,5,0,5,1
O2025-011528,C042,clínica,6/10/2025 17:49,normal,0,0,8,8,1
O2025-011529,C008,hotel,6/10/2025 18:15,normal,0,0,3,3,1
O2025-011530,C014,hotel,6/10/2025 18:34,normal,0,0,5,5,1
O2025-011531,C100,gimnasio,6/10/2025 18:38,normal,0,2,3,5,2
O2025-011532,C105,gimnasio,6/10/2025 18:41,rápido,0,3,0,3,1
O2025-011533,C068,gimnasio,6/10/2025 18:41,normal,0,0,5,5,1
O2025-011534,C091,gimnasio,6/10/2025 18:46,normal,0,1,2,3,2
O2025-011535,C097,gimnasio,6/10/2025 18:50,normal,0,0,7,7,1
O2025-011536,C077,gimnasio,6/10/2025 18:53,normal,0,3,0,3,1
O2025-011537,C044,clínica,6/10/2025 19:01,normal,0,0,6,6,1
O2025-011538,C040,clínica,6/10/2025 19:22,normal,0,0,3,3,1
O2025-011539,C112,restaurante,6/10/2025 20:25,normal,0,2,1,3,2
O2025-011540,C102,gimnasio,6/10/2025 20:44,normal,0,4,0,4,1
O2025-011541,C127,restaurante,6/10/2025 22:56,normal,1,0,2,3,2
O2025-011542,C141,restaurante,6/11/2025 6:00,normal,1,0,1,2,2
O2025-011543,C097,gimnasio,6/11/2025 6:08,normal,0,0,6,6,1
O2025-011544,C074,gimnasio,6/11/2025 7:02,normal,0,9,0,9,1
O2025-011545,C008,hotel,6/11/2025 7:15,normal,0,0,3,3,1
O2025-011546,C087,gimnasio,6/11/2025 7:23,normal,0,6,0,6,1
O2025-011547,C016,hotel,6/11/2025 8:27,normal,0,0,23,23,1
O2025-011548,C033,clínica,6/11/2025 8:34,normal,0,0,8,8,1
O2025-011549,C015,hotel,6/11/2025 8:36,normal,0,0,4,4,1
O2025-011550,C029,hotel,6/11/2025 8:52,normal,0,0,14,14,1
O2025-011551,C037,clínica,6/11/2025 8:52,normal,1,2,3,6,3
O2025-011552,C039,clínica,6/11/2025 9:00,normal,0,0,2,2,1
O2025-011553,C077,gimnasio,6/11/2025 9:01,normal,0,2,0,2,1
O2025-011554,C030,hotel,6/11/2025 9:06,rápido,0,1,1,2,2
O2025-011555,C065,clínica,6/11/2025 9:08,normal,0,0,4,4,1
O2025-011556,C107,restaurante,6/11/2025 9:18,normal,0,0,3,3,1
O2025-011557,C045,clínica,6/11/2025 9:39,normal,0,0,3,3,1
O2025-011558,C006,hotel,6/11/2025 9:40,normal,1,0,3,4,2
O2025-011559,C051,clínica,6/11/2025 9:47,normal,0,1,3,4,2
O2025-011560,C018,hotel,6/11/2025 9:55,normal,0,0,2,2,1
O2025-011561,C012,hotel,6/11/2025 10:01,normal,0,0,8,8,1
O2025-011562,C059,clínica,6/11/2025 10:05,rápido,0,0,3,3,1
O2025-011563,C065,clínica,6/11/2025 10:38,normal,0,0,5,5,1
O2025-011564,C068,gimnasio,6/11/2025 10:51,normal,0,7,0,7,1
O2025-011565,C078,gimnasio,6/11/2025 11:37,normal,0,1,2,3,2
O2025-011566,C095,gimnasio,6/11/2025 11:50,normal,0,1,2,3,2
O2025-011567,C104,gimnasio,6/11/2025 11:56,normal,1,2,0,3,2
O2025-011568,C017,hotel,6/11/2025 12:22,rápido,0,1,4,5,2
O2025-011569,C100,gimnasio,6/11/2025 12:38,normal,1,7,3,11,3
O2025-011570,C003,hotel,6/11/2025 12:40,normal,0,0,6,6,1
O2025-011571,C013,hotel,6/11/2025 13:01,normal,1,1,3,5,3
O2025-011572,C015,hotel,6/11/2025 13:13,normal,0,0,6,6,1
O2025-011573,C130,restaurante,6/11/2025 13:20,rápido,0,3,0,3,1
O2025-011574,C011,hotel,6/11/2025 13:32,normal,0,0,3,3,1
O2025-011575,C012,hotel,6/11/2025 13:50,normal,0,0,5,5,1
O2025-011576,C014,hotel,6/11/2025 13:56,normal,0,1,5,6,2
O2025-011577,C017,hotel,6/11/2025 13:57,normal,0,3,11,14,2
O2025-011578,C019,hotel,6/11/2025 14:14,normal,0,0,4,4,1
O2025-011579,C054,clínica,6/11/2025 14:14,normal,0,4,3,7,2
O2025-011580,C124,restaurante,6/11/2025 14:18,rápido,0,1,2,3,2
O2025-011581,C036,clínica,6/11/2025 14:24,rápido,0,0,3,3,1
O2025-011582,C004,hotel,6/11/2025 14:25,normal,0,0,9,9,1
O2025-011583,C006,hotel,6/11/2025 14:26,normal,0,0,4,4,1
O2025-011584,C050,clínica,6/11/2025 14:39,normal,0,0,2,2,1
O2025-011585,C057,clínica,6/11/2025 14:44,normal,0,0,3,3,1
