id_orden,id_cliente,segmento_cliente,fecha_hora_llegada,tipo_servicio,bolsas_delicada,bolsas_color,bolsas_blanca,bolsas_total
O2025-004277,C004,hotel,2025-03-02 08:59:45,normal,0,0,3,3
O2025-004278,C045,clínica,2025-03-02 09:18:08,normal,0,1,1,2
O2025-004279,C010,hotel,2025-03-02 09:22:52,normal,0,0,5,5
O2025-004280,C007,hotel,2025-03-02 09:29:43,normal,0,0,10,10
O2025-004281,C002,hotel,2025-03-02 10:16:24,normal,0,0,8,8
O2025-004282,C106,restaurante,2025-03-02 10:59:08,normal,0,0,3,3
O2025-004283,C091,gimnasio,2025-03-02 11:37:02,normal,0,2,0,2
O2025-004284,C103,gimnasio,2025-03-02 13:11:05,normal,0,1,1,2
O2025-004285,C121,restaurante,2025-03-02 13:12:54,normal,0,9,0,9
O2025-004286,C006,hotel,2025-03-02 13:19:48,normal,0,0,3,3
O2025-004287,C122,restaurante,2025-03-02 13:53:25,normal,0,0,3,3
O2025-004288,C006,hotel,2025-03-02 14:13:04,rápido,0,1,1,2
O2025-004289,C067,gimnasio,2025-03-02 14:17:55,rápido,0,1,1,2
O2025-004290,C070,gimnasio,2025-03-02 14:19:14,normal,0,0,7,7
O2025-004291,C026,hotel,2025-03-02 14:38:58,normal,0,0,2,2
O2025-004292,C142,restaurante,2025-03-02 14:41:12,normal,0,1,0,1
O2025-004293,C025,hotel,2025-03-02 14:49:31,normal,0,1,4,5
O2025-004294,C148,restaurante,2025-03-02 14:53:57,rápido,0,1,1,2
O2025-004295,C119,restaurante,2025-03-02 14:56:31,normal,0,0,1,1
O2025-004296,C014,hotel,2025-03-02 15:21:32,normal,1,0,3,4
O2025-004297,C032,clínica,2025-03-02 15:23:23,normal,0,0,9,9
O2025-004298,C141,restaurante,2025-03-02 15:26:55,normal,0,0,2,2
O2025-004299,C023,hotel,2025-03-02 15:27:05,normal,0,0,11,11
O2025-004300,C020,hotel,2025-03-02 15:50:26,normal,0,0,10,10
O2025-004301,C014,hotel,2025-03-02 15:52:56,normal,0,2,5,7
O2025-004302,C017,hotel,2025-03-02 15:55:42,normal,0,6,10,16
O2025-004303,C107,restaurante,2025-03-02 16:02:48,normal,0,0,6,6
O2025-004304,C119,restaurante,2025-03-02 16:06:32,normal,0,2,4,6
O2025-004305,C107,restaurante,2025-03-02 16:09:55,normal,0,1,1,2
O2025-004306,C117,restaurante,2025-03-02 16:24:41,normal,0,1,1,2
O2025-004307,C143,restaurante,2025-03-02 16:28:40,normal,0,1,1,2
O2025-004308,C158,restaurante,2025-03-02 16:38:12,normal,0,1,1,2
O2025-004309,C159,restaurante,2025-03-02 16:57:47,normal,0,1,1,2
O2025-004310,C108,restaurante,2025-03-02 17:01:39,normal,1,0,1,2
O2025-004311,C029,hotel,2025-03-02 17:09:02,normal,0,0,5,5
O2025-004312,C018,hotel,2025-03-02 17:39:03,normal,0,0,3,3
O2025-004313,C127,restaurante,2025-03-02 18:05:29,normal,0,1,0,1
O2025-004314,C003,hotel,2025-03-02 18:10:41,normal,1,0,10,11
O2025-004315,C030,hotel,2025-03-02 19:01:58,rápido,0,1,1,2
O2025-004316,C002,hotel,2025-03-02 19:08:34,normal,0,0,5,5
O2025-004317,C096,gimnasio,2025-03-02 19:15:38,normal,0,3,2,5
O2025-004318,C152,restaurante,2025-03-02 19:29:35,rápido,0,0,2,2
O2025-004319,C117,restaurante,2025-03-02 21:14:34,normal,0,4,2,6
O2025-004320,C106,restaurante,2025-03-02 21:34:46,normal,0,0,3,3
O2025-004321,C157,restaurante,2025-03-02 22:21:12,rápido,0,0,1,1
O2025-004322,C079,gimnasio,2025-03-03 06:40:06,normal,1,3,0,4
O2025-004323,C067,gimnasio,2025-03-03 06:48:31,normal,0,0,9,9
O2025-004324,C012,hotel,2025-03-03 07:12:19,normal,0,0,6,6
O2025-004325,C095,gimnasio,2025-03-03 07:23:00,normal,0,1,0,1
O2025-004326,C026,hotel,2025-03-03 07:36:03,normal,0,0,3,3
O2025-004327,C076,gimnasio,2025-03-03 07:38:26,normal,0,0,2,2
O2025-004328,C141,restaurante,2025-03-03 08:02:24,normal,1,1,1,3
O2025-004329,C086,gimnasio,2025-03-03 08:02:40,normal,0,0,4,4
O2025-004330,C100,gimnasio,2025-03-03 08:03:05,normal,1,0,4,5
O2025-004331,C035,clínica,2025-03-03 08:15:13,normal,0,2,5,7
O2025-004332,C009,hotel,2025-03-03 08:15:41,normal,0,3,9,12
O2025-004333,C098,gimnasio,2025-03-03 08:19:08,normal,0,2,0,2
O2025-004334,C132,restaurante,2025-03-03 08:31:59,normal,1,2,0,3
O2025-004335,C017,hotel,2025-03-03 08:36:36,normal,0,0,10,10
O2025-004336,C142,restaurante,2025-03-03 08:43:49,normal,0,3,0,3
O2025-004337,C005,hotel,2025-03-03 08:49:20,normal,0,0,3,3
O2025-004338,C021,hotel,2025-03-03 08:56:26,normal,0,0,5,5
O2025-004339,C031,clínica,2025-03-03 09:13:43,normal,0,8,0,8
O2025-004340,C002,hotel,2025-03-03 09:19:47,normal,0,0,3,3
O2025-004341,C023,hotel,2025-03-03 09:25:59,normal,0,0,9,9
O2025-004342,C021,hotel,2025-03-03 09:27:45,normal,0,0,4,4
O2025-004343,C021,hotel,2025-03-03 09:31:51,normal,0,0,6,6
O2025-004344,C125,restaurante,2025-03-03 09:33:54,normal,0,4,0,4
O2025-004345,C049,clínica,2025-03-03 09:37:48,normal,0,0,2,2
O2025-004346,C003,hotel,2025-03-03 09:41:15,normal,1,1,10,12
O2025-004347,C030,hotel,2025-03-03 09:42:06,normal,0,0,1,1
O2025-004348,C040,clínica,2025-03-03 09:44:14,normal,0,0,3,3
O2025-004349,C028,hotel,2025-03-03 09:45:34,normal,0,0,6,6
O2025-004350,C050,clínica,2025-03-03 09:54:28,normal,0,0,3,3
O2025-004351,C012,hotel,2025-03-03 10:03:00,normal,0,0,6,6
O2025-004352,C064,clínica,2025-03-03 10:06:26,normal,1,0,3,4
O2025-004353,C057,clínica,2025-03-03 10:14:13,normal,0,1,3,4
O2025-004354,C038,clínica,2025-03-03 10:15:41,normal,0,0,2,2
O2025-004355,C006,hotel,2025-03-03 10:16:04,normal,0,0,6,6
O2025-004356,C051,clínica,2025-03-03 10:17:31,normal,0,0,5,5
O2025-004357,C049,clínica,2025-03-03 10:32:04,normal,0,0,3,3
O2025-004358,C049,clínica,2025-03-03 10:32:36,normal,0,1,2,3
O2025-004359,C032,clínica,2025-03-03 10:34:47,normal,0,0,11,11
O2025-004360,C134,restaurante,2025-03-03 10:35:58,normal,0,0,2,2
O2025-004361,C047,clínica,2025-03-03 10:45:22,normal,0,1,3,4
O2025-004362,C007,hotel,2025-03-03 10:48:32,normal,0,1,12,13
O2025-004363,C043,clínica,2025-03-03 10:49:45,normal,1,2,3,6
O2025-004364,C022,hotel,2025-03-03 11:24:27,normal,0,0,2,2
O2025-004365,C067,gimnasio,2025-03-03 12:43:59,normal,0,2,0,2
O2025-004366,C091,gimnasio,2025-03-03 12:52:30,rápido,0,0,2,2
O2025-004367,C087,gimnasio,2025-03-03 12:57:09,normal,0,5,2,7
O2025-004368,C004,hotel,2025-03-03 12:58:29,normal,0,0,4,4
O2025-004369,C029,hotel,2025-03-03 13:06:09,normal,0,1,5,6
O2025-004370,C104,gimnasio,2025-03-03 13:12:42,normal,0,2,0,2
O2025-004371,C148,restaurante,2025-03-03 13:22:38,rápido,0,1,1,2
O2025-004372,C094,gimnasio,2025-03-03 13:42:37,normal,0,2,0,2
O2025-004373,C024,hotel,2025-03-03 14:18:54,normal,0,0,8,8
O2025-004374,C042,clínica,2025-03-03 14:29:18,normal,0,0,7,7
O2025-004375,C020,hotel,2025-03-03 14:34:11,normal,0,0,4,4
O2025-004376,C030,hotel,2025-03-03 14:40:38,normal,0,0,1,1
O2025-004377,C051,clínica,2025-03-03 14:48:40,normal,0,1,2,3
O2025-004378,C036,clínica,2025-03-03 15:04:34,normal,1,0,6,7
O2025-004379,C017,hotel,2025-03-03 15:05:15,normal,0,2,7,9
O2025-004380,C132,restaurante,2025-03-03 15:06:50,rápido,0,2,0,2
O2025-004381,C011,hotel,2025-03-03 15:09:19,normal,0,0,5,5
O2025-004382,C151,restaurante,2025-03-03 15:11:40,rápido,0,0,1,1
O2025-004383,C016,hotel,2025-03-03 15:31:47,normal,0,0,6,6
O2025-004384,C117,restaurante,2025-03-03 15:32:25,rápido,0,3,0,3
O2025-004385,C040,clínica,2025-03-03 15:39:02,normal,0,0,3,3
O2025-004386,C042,clínica,2025-03-03 15:46:06,rápido,1,1,2,4
O2025-004387,C018,hotel,2025-03-03 16:01:58,normal,0,0,4,4
O2025-004388,C049,clínica,2025-03-03 16:16:57,normal,0,1,1,2
O2025-004389,C052,clínica,2025-03-03 16:19:08,rápido,0,1,1,2
O2025-004390,C157,restaurante,2025-03-03 16:36:23,normal,0,0,2,2
O2025-004391,C004,hotel,2025-03-03 17:22:48,normal,0,1,4,5
O2025-004392,C071,gimnasio,2025-03-03 17:41:07,normal,0,3,0,3
O2025-004393,C047,clínica,2025-03-03 17:50:43,rápido,0,0,6,6
O2025-004394,C044,clínica,2025-03-03 17:58:13,normal,0,2,3,5
O2025-004395,C027,hotel,2025-03-03 18:26:26,normal,0,0,7,7
O2025-004396,C035,clínica,2025-03-03 18:30:24,normal,0,2,4,6
O2025-004397,C088,gimnasio,2025-03-03 18:33:04,normal,0,1,0,1
O2025-004398,C034,clínica,2025-03-03 18:39:57,rápido,0,0,2,2
O2025-004399,C024,hotel,2025-03-03 18:41:06,normal,0,0,12,12
O2025-004400,C100,gimnasio,2025-03-03 18:51:07,normal,0,0,3,3
O2025-004401,C011,hotel,2025-03-03 19:10:06,normal,0,0,3,3
O2025-004402,C086,gimnasio,2025-03-03 20:08:23,normal,0,0,2,2
O2025-004403,C136,restaurante,2025-03-03 20:34:52,normal,0,0,2,2
O2025-004404,C123,restaurante,2025-03-03 20:36:03,normal,0,0,6,6
O2025-004405,C123,restaurante,2025-03-03 20:39:20,normal,0,3,0,3
O2025-004406,C080,gimnasio,2025-03-03 21:18:15,normal,0,3,0,3
O2025-004407,C103,gimnasio,2025-03-04 06:12:28,normal,0,1,1,2
O2025-004408,C103,gimnasio,2025-03-04 07:05:53,normal,0,1,0,1
O2025-004409,C005,hotel,2025-03-04 07:31:07,rápido,0,0,3,3
O2025-004410,C090,gimnasio,2025-03-04 07:36:03,rápido,0,1,2,3
O2025-004411,C027,hotel,2025-03-04 07:44:13,normal,0,0,8,8
O2025-004412,C080,gimnasio,2025-03-04 07:56:37,normal,0,1,1,2
O2025-004413,C112,restaurante,2025-03-04 08:03:20,normal,0,1,1,2
O2025-004414,C020,hotel,2025-03-04 08:11:24,normal,0,0,3,3
O2025-004415,C014,hotel,2025-03-04 08:30:59,normal,0,0,7,7
O2025-004416,C032,clínica,2025-03-04 08:35:54,normal,0,2,7,9
O2025-004417,C040,clínica,2025-03-04 08:38:46,normal,0,0,4,4
O2025-004418,C073,gimnasio,2025-03-04 08:39:58,rápido,0,2,0,2
O2025-004419,C078,gimnasio,2025-03-04 08:45:27,normal,0,1,0,1
O2025-004420,C126,restaurante,2025-03-04 08:59:18,normal,0,2,2,4
O2025-004421,C064,clínica,2025-03-04 09:25:55,rápido,0,1,1,2
O2025-004422,C011,hotel,2025-03-04 09:26:27,normal,0,0,4,4
O2025-004423,C010,hotel,2025-03-04 09:36:09,normal,0,0,8,8
O2025-004424,C155,restaurante,2025-03-04 09:42:39,rápido,0,1,1,2
O2025-004425,C059,clínica,2025-03-04 09:43:04,normal,0,0,3,3
O2025-004426,C005,hotel,2025-03-04 09:54:23,normal,0,0,6,6
O2025-004427,C052,clínica,2025-03-04 09:58:36,normal,0,1,3,4
O2025-004428,C014,hotel,2025-03-04 09:59:43,normal,0,0,3,3
O2025-004429,C048,clínica,2025-03-04 10:04:39,normal,1,0,2,3
O2025-004430,C050,clínica,2025-03-04 10:28:34,normal,0,0,4,4
O2025-004431,C042,clínica,2025-03-04 10:31:33,normal,0,6,0,6
O2025-004432,C061,clínica,2025-03-04 10:44:22,normal,0,2,3,5
O2025-004433,C043,clínica,2025-03-04 10:48:57,normal,0,0,9,9
O2025-004434,C041,clínica,2025-03-04 10:50:35,normal,0,0,10,10
O2025-004435,C041,clínica,2025-03-04 10:56:56,normal,0,0,5,5
O2025-004436,C105,gimnasio,2025-03-04 11:04:05,normal,0,4,3,7
O2025-004437,C070,gimnasio,2025-03-04 13:02:27,normal,4,0,0,4
O2025-004438,C150,restaurante,2025-03-04 13:21:28,normal,0,1,0,1
O2025-004439,C103,gimnasio,2025-03-04 13:26:24,normal,0,2,0,2
O2025-004440,C070,gimnasio,2025-03-04 13:36:18,normal,1,1,1,3
O2025-004441,C010,hotel,2025-03-04 13:37:43,normal,0,0,4,4
O2025-004442,C068,gimnasio,2025-03-04 14:04:06,normal,0,0,3,3
O2025-004443,C080,gimnasio,2025-03-04 14:08:41,normal,1,1,1,3
O2025-004444,C152,restaurante,2025-03-04 14:44:09,normal,1,1,1,3
O2025-004445,C021,hotel,2025-03-04 14:45:47,normal,0,0,2,2
O2025-004446,C091,gimnasio,2025-03-04 14:49:50,normal,0,1,1,2
O2025-004447,C060,clínica,2025-03-04 15:01:00,normal,0,6,0,6
O2025-004448,C049,clínica,2025-03-04 15:12:17,normal,0,0,4,4
O2025-004449,C011,hotel,2025-03-04 15:16:07,normal,1,0,2,3
O2025-004450,C024,hotel,2025-03-04 15:35:38,rápido,0,0,7,7
O2025-004451,C047,clínica,2025-03-04 15:47:40,normal,0,0,3,3
O2025-004452,C160,restaurante,2025-03-04 15:48:55,normal,0,2,0,2
O2025-004453,C060,clínica,2025-03-04 15:54:32,normal,0,0,4,4
O2025-004454,C018,hotel,2025-03-04 15:57:24,normal,0,0,4,4
O2025-004455,C128,restaurante,2025-03-04 16:00:07,normal,0,2,1,3
O2025-004456,C054,clínica,2025-03-04 16:02:46,normal,0,2,6,8
O2025-004457,C106,restaurante,2025-03-04 16:04:52,normal,0,1,1,2
O2025-004458,C148,restaurante,2025-03-04 16:05:52,normal,0,0,2,2
O2025-004459,C028,hotel,2025-03-04 16:08:23,normal,0,0,3,3
O2025-004460,C002,hotel,2025-03-04 16:15:34,normal,0,0,4,4
O2025-004461,C033,clínica,2025-03-04 17:38:48,normal,0,0,3,3
O2025-004462,C033,clínica,2025-03-04 18:27:53,normal,0,0,2,2
O2025-004463,C066,gimnasio,2025-03-04 19:07:04,normal,0,2,1,3
O2025-004464,C100,gimnasio,2025-03-04 19:18:07,normal,1,2,2,5
O2025-004465,C070,gimnasio,2025-03-04 19:36:27,normal,0,0,3,3
O2025-004466,C073,gimnasio,2025-03-04 19:38:18,normal,1,1,2,4
O2025-004467,C099,gimnasio,2025-03-04 19:55:34,normal,0,2,0,2
O2025-004468,C126,restaurante,2025-03-04 20:03:17,normal,1,0,1,2
O2025-004469,C098,gimnasio,2025-03-04 20:09:33,normal,0,2,2,4
O2025-004470,C116,restaurante,2025-03-04 21:05:37,normal,0,1,1,2
O2025-004471,C150,restaurante,2025-03-04 21:41:05,rápido,0,1,1,2
O2025-004472,C088,gimnasio,2025-03-05 05:44:51,normal,0,1,1,2
O2025-004473,C040,clínica,2025-03-05 06:50:10,rápido,0,0,2,2
O2025-004474,C084,gimnasio,2025-03-05 07:17:35,normal,2,2,2,6
O2025-004475,C072,gimnasio,2025-03-05 07:22:26,rápido,0,2,0,2
O2025-004476,C025,hotel,2025-03-05 07:52:42,normal,0,0,8,8
O2025-004477,C012,hotel,2025-03-05 08:05:01,normal,0,0,5,5
O2025-004478,C084,gimnasio,2025-03-05 08:06:38,normal,1,3,3,7
O2025-004479,C005,hotel,2025-03-05 08:07:22,normal,0,1,5,6
O2025-004480,C101,gimnasio,2025-03-05 08:10:19,normal,0,0,2,2
O2025-004481,C155,restaurante,2025-03-05 08:14:23,normal,0,0,1,1
O2025-004482,C022,hotel,2025-03-05 08:21:54,normal,0,0,4,4
O2025-004483,C020,hotel,2025-03-05 08:31:09,normal,0,0,5,5
O2025-004484,C035,clínica,2025-03-05 08:35:18,normal,0,1,3,4
O2025-004485,C041,clínica,2025-03-05 08:40:33,normal,0,0,3,3
O2025-004486,C014,hotel,2025-03-05 08:42:09,normal,1,1,3,5
O2025-004487,C056,clínica,2025-03-05 08:42:25,normal,0,0,21,21
O2025-004488,C153,restaurante,2025-03-05 08:51:19,normal,0,0,3,3
O2025-004489,C043,clínica,2025-03-05 09:05:56,normal,0,2,2,4
O2025-004490,C117,restaurante,2025-03-05 09:09:58,normal,0,3,0,3
O2025-004491,C029,hotel,2025-03-05 09:28:49,normal,0,0,8,8
O2025-004492,C007,hotel,2025-03-05 09:49:46,normal,0,0,16,16
O2025-004493,C051,clínica,2025-03-05 09:54:34,normal,0,3,0,3
O2025-004494,C059,clínica,2025-03-05 09:57:32,normal,0,1,4,5
O2025-004495,C038,clínica,2025-03-05 10:13:20,rápido,0,0,2,2
O2025-004496,C030,hotel,2025-03-05 10:25:30,normal,0,1,1,2
O2025-004497,C035,clínica,2025-03-05 10:28:53,rápido,0,0,2,2
O2025-004498,C059,clínica,2025-03-05 10:30:43,normal,0,2,4,6
O2025-004499,C012,hotel,2025-03-05 10:48:00,normal,1,0,8,9
O2025-004500,C035,clínica,2025-03-05 11:11:42,normal,0,0,3,3
O2025-004501,C074,gimnasio,2025-03-05 11:37:22,normal,0,2,0,2
O2025-004502,C130,restaurante,2025-03-05 11:47:48,normal,0,0,3,3
O2025-004503,C079,gimnasio,2025-03-05 12:07:32,normal,0,3,0,3
O2025-004504,C075,gimnasio,2025-03-05 12:22:05,normal,0,5,0,5
O2025-004505,C077,gimnasio,2025-03-05 12:34:22,normal,1,2,1,4
O2025-004506,C009,hotel,2025-03-05 12:48:58,normal,0,0,9,9
O2025-004507,C010,hotel,2025-03-05 12:57:07,normal,1,0,3,4
O2025-004508,C066,gimnasio,2025-03-05 13:18:59,normal,0,2,1,3
O2025-004509,C027,hotel,2025-03-05 13:22:27,normal,0,1,3,4
O2025-004510,C074,gimnasio,2025-03-05 13:22:32,normal,0,1,1,2
O2025-004511,C061,clínica,2025-03-05 13:48:48,normal,0,2,3,5
O2025-004512,C159,restaurante,2025-03-05 14:03:12,normal,0,0,2,2
O2025-004513,C142,restaurante,2025-03-05 14:14:01,rápido,0,1,0,1
O2025-004514,C046,clínica,2025-03-05 14:14:06,normal,0,0,2,2
O2025-004515,C062,clínica,2025-03-05 14:34:54,normal,0,0,2,2
O2025-004516,C004,hotel,2025-03-05 14:44:59,normal,0,1,5,6
O2025-004517,C005,hotel,2025-03-05 14:55:42,normal,0,0,3,3
O2025-004518,C003,hotel,2025-03-05 15:04:13,normal,0,0,13,13
O2025-004519,C044,clínica,2025-03-05 15:31:09,normal,0,0,5,5
O2025-004520,C116,restaurante,2025-03-05 16:10:35,normal,0,0,1,1
O2025-004521,C121,restaurante,2025-03-05 16:13:42,normal,0,7,0,7
O2025-004522,C014,hotel,2025-03-05 16:27:50,rápido,1,0,2,3
O2025-004523,C157,restaurante,2025-03-05 17:15:46,normal,1,0,2,3
O2025-004524,C029,hotel,2025-03-05 17:24:18,normal,0,0,8,8
O2025-004525,C124,restaurante,2025-03-05 17:37:05,normal,0,1,2,3
O2025-004526,C040,clínica,2025-03-05 17:50:31,rápido,1,1,4,6
O2025-004527,C010,hotel,2025-03-05 17:54:25,normal,0,0,6,6
O2025-004528,C021,hotel,2025-03-05 18:05:31,normal,0,0,4,4
O2025-004529,C003,hotel,2025-03-05 18:19:29,rápido,0,0,9,9
O2025-004530,C068,gimnasio,2025-03-05 19:01:12,normal,0,0,3,3
O2025-004531,C081,gimnasio,2025-03-05 19:05:44,normal,0,2,0,2
O2025-004532,C067,gimnasio,2025-03-05 19:31:53,normal,0,2,1,3
O2025-004533,C089,gimnasio,2025-03-05 19:36:12,rápido,0,0,3,3
O2025-004534,C134,restaurante,2025-03-05 19:39:59,normal,0,0,1,1
O2025-004535,C013,hotel,2025-03-05 19:45:51,normal,0,0,4,4
O2025-004536,C134,restaurante,2025-03-05 20:16:25,rápido,0,0,1,1
O2025-004537,C126,restaurante,2025-03-05 20:52:36,normal,0,0,1,1
O2025-004538,C141,restaurante,2025-03-05 21:08:26,normal,0,1,2,3
O2025-004539,C117,restaurante,2025-03-05 21:33:19,normal,1,2,2,5
O2025-004540,C132,restaurante,2025-03-05 21:59:05,normal,0,1,1,2
O2025-004541,C130,restaurante,2025-03-05 22:39:25,normal,0,3,0,3
O2025-004542,C095,gimnasio,2025-03-06 06:49:32,normal,0,1,1,2
O2025-004543,C089,gimnasio,2025-03-06 06:52:14,normal,0,2,1,3
O2025-004544,C098,gimnasio,2025-03-06 07:02:07,normal,0,0,3,3
O2025-004545,C067,gimnasio,2025-03-06 07:12:50,normal,0,0,3,3
O2025-004546,C082,gimnasio,2025-03-06 07:30:16,normal,0,7,0,7
O2025-004547,C012,hotel,2025-03-06 07:54:14,normal,0,0,5,5
O2025-004548,C021,hotel,2025-03-06 08:02:42,normal,0,0,6,6
O2025-004549,C085,gimnasio,2025-03-06 08:07:30,normal,0,2,4,6
O2025-004550,C152,restaurante,2025-03-06 08:09:14,normal,1,2,1,4
O2025-004551,C124,restaurante,2025-03-06 08:15:41,normal,0,1,2,3
O2025-004552,C080,gimnasio,2025-03-06 08:28:43,rápido,0,2,1,3
O2025-004553,C022,hotel,2025-03-06 09:14:26,normal,0,0,9,9
O2025-004554,C038,clínica,2025-03-06 09:15:34,normal,0,1,2,3
O2025-004555,C014,hotel,2025-03-06 09:17:22,normal,0,0,3,3
O2025-004556,C054,clínica,2025-03-06 09:21:08,normal,1,0,8,9
O2025-004557,C155,restaurante,2025-03-06 09:22:26,rápido,0,1,1,2
O2025-004558,C011,hotel,2025-03-06 09:23:30,normal,0,0,5,5
O2025-004559,C039,clínica,2025-03-06 09:31:01,rápido,0,1,1,2
O2025-004560,C056,clínica,2025-03-06 09:32:41,normal,0,0,10,10
O2025-004561,C106,restaurante,2025-03-06 09:35:07,normal,0,1,1,2
O2025-004562,C141,restaurante,2025-03-06 09:37:30,rápido,0,0,2,2
O2025-004563,C045,clínica,2025-03-06 09:38:24,rápido,0,0,1,1
O2025-004564,C047,clínica,2025-03-06 09:39:01,normal,0,0,11,11
O2025-004565,C047,clínica,2025-03-06 09:48:13,normal,1,1,4,6
O2025-004566,C053,clínica,2025-03-06 09:49:13,normal,0,0,5,5
O2025-004567,C047,clínica,2025-03-06 09:53:23,normal,0,0,6,6
O2025-004568,C033,clínica,2025-03-06 09:54:48,normal,0,3,5,8
O2025-004569,C056,clínica,2025-03-06 10:00:48,normal,0,0,6,6
O2025-004570,C063,clínica,2025-03-06 10:05:56,normal,0,0,5,5
O2025-004571,C051,clínica,2025-03-06 10:21:59,rápido,0,0,2,2
O2025-004572,C054,clínica,2025-03-06 10:23:16,normal,0,0,2,2
O2025-004573,C039,clínica,2025-03-06 11:04:47,normal,0,2,3,5
O2025-004574,C056,clínica,2025-03-06 11:20:23,normal,0,0,5,5
O2025-004575,C001,hotel,2025-03-06 12:03:54,normal,1,0,12,13
O2025-004576,C094,gimnasio,2025-03-06 12:12:49,normal,0,2,0,2
O2025-004577,C074,gimnasio,2025-03-06 12:34:32,normal,0,3,0,3
O2025-004578,C034,clínica,2025-03-06 12:50:23,rápido,0,1,2,3
O2025-004579,C086,gimnasio,2025-03-06 13:04:33,normal,0,0,4,4
O2025-004580,C070,gimnasio,2025-03-06 13:10:22,normal,0,2,0,2
O2025-004581,C006,hotel,2025-03-06 13:10:34,normal,0,1,2,3
O2025-004582,C022,hotel,2025-03-06 13:22:53,normal,0,0,6,6
O2025-004583,C082,gimnasio,2025-03-06 13:24:39,rápido,0,3,0,3
O2025-004584,C011,hotel,2025-03-06 13:28:01,normal,0,0,11,11
O2025-004585,C009,hotel,2025-03-06 13:29:02,normal,0,0,5,5
O2025-004586,C098,gimnasio,2025-03-06 13:34:19,normal,0,3,1,4
O2025-004587,C017,hotel,2025-03-06 13:57:57,normal,0,0,14,14
O2025-004588,C087,gimnasio,2025-03-06 14:00:04,normal,0,4,1,5
O2025-004589,C159,restaurante,2025-03-06 14:07:01,normal,1,1,3,5
O2025-004590,C096,gimnasio,2025-03-06 14:09:05,rápido,0,0,3,3
O2025-004591,C010,hotel,2025-03-06 14:12:53,normal,0,1,7,8
O2025-004592,C008,hotel,2025-03-06 14:15:45,normal,0,0,9,9
O2025-004593,C039,clínica,2025-03-06 14:16:24,normal,0,2,2,4
O2025-004594,C011,hotel,2025-03-06 14:19:16,normal,0,0,4,4
O2025-004595,C060,clínica,2025-03-06 14:27:51,normal,0,0,7,7
O2025-004596,C019,hotel,2025-03-06 14:32:53,normal,0,1,3,4
O2025-004597,C006,hotel,2025-03-06 14:36:08,normal,0,0,6,6
O2025-004598,C132,restaurante,2025-03-06 14:39:51,normal,0,1,1,2
O2025-004599,C126,restaurante,2025-03-06 14:46:23,normal,0,1,2,3
O2025-004600,C018,hotel,2025-03-06 14:59:02,normal,0,0,2,2
O2025-004601,C005,hotel,2025-03-06 15:06:09,normal,0,0,3,3
O2025-004602,C059,clínica,2025-03-06 15:15:48,normal,0,1,2,3
O2025-004603,C043,clínica,2025-03-06 15:18:06,rápido,0,0,6,6
O2025-004604,C030,hotel,2025-03-06 15:18:13,rápido,0,1,1,2
O2025-004605,C038,clínica,2025-03-06 15:36:50,normal,1,0,2,3
O2025-004606,C011,hotel,2025-03-06 15:39:10,normal,0,0,2,2
O2025-004607,C056,clínica,2025-03-06 15:56:11,normal,1,0,4,5
O2025-004608,C006,hotel,2025-03-06 15:56:44,normal,0,0,4,4
O2025-004609,C059,clínica,2025-03-06 16:35:12,normal,0,0,16,16
O2025-004610,C157,restaurante,2025-03-06 17:01:07,normal,0,3,0,3
O2025-004611,C050,clínica,2025-03-06 17:01:26,normal,0,0,5,5
O2025-004612,C046,clínica,2025-03-06 17:02:24,rápido,0,1,1,2
O2025-004613,C006,hotel,2025-03-06 17:02:41,normal,0,0,16,16
O2025-004614,C007,hotel,2025-03-06 17:23:41,normal,1,0,18,19
O2025-004615,C059,clínica,2025-03-06 17:23:43,normal,0,0,3,3
O2025-004616,C052,clínica,2025-03-06 17:48:42,normal,0,3,0,3
O2025-004617,C031,clínica,2025-03-06 18:00:50,normal,0,0,3,3
O2025-004618,C103,gimnasio,2025-03-06 18:31:39,rápido,0,2,0,2
O2025-004619,C057,clínica,2025-03-06 18:32:46,normal,1,1,1,3
O2025-004620,C081,gimnasio,2025-03-06 18:42:32,normal,0,0,2,2
O2025-004621,C081,gimnasio,2025-03-06 18:43:29,normal,0,3,2,5
O2025-004622,C014,hotel,2025-03-06 18:46:14,rápido,0,0,3,3
O2025-004623,C063,clínica,2025-03-06 19:05:55,normal,1,0,4,5
O2025-004624,C103,gimnasio,2025-03-06 19:07:44,rápido,0,0,1,1
O2025-004625,C099,gimnasio,2025-03-06 19:13:59,normal,0,0,1,1
O2025-004626,C108,restaurante,2025-03-06 20:44:19,normal,0,0,2,2
O2025-004627,C126,restaurante,2025-03-06 21:26:21,normal,0,1,2,3
O2025-004628,C067,gimnasio,2025-03-07 06:07:37,normal,0,1,0,1
O2025-004629,C084,gimnasio,2025-03-07 06:41:13,normal,1,4,0,5
O2025-004630,C088,gimnasio,2025-03-07 06:52:45,normal,1,1,0,2
O2025-004631,C104,gimnasio,2025-03-07 07:11:27,normal,0,2,0,2
O2025-004632,C069,gimnasio,2025-03-07 07:23:28,normal,0,4,4,8
O2025-004633,C011,hotel,2025-03-07 07:30:02,normal,0,0,8,8
O2025-004634,C068,gimnasio,2025-03-07 07:38:44,normal,0,0,4,4
O2025-004635,C030,hotel,2025-03-07 07:42:10,normal,0,1,2,3
